INFO:root:Trial 0: n_fft=8192, hop_length=2730, n_mels=30, n_mfcc=16, MSE=4727.75048828125, Threshold=37.84666419029236
INFO:root:Trial 16: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=72, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 17: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=40, MSE=1756.367919921875, Threshold=60.12007009983063
INFO:root:Trial 18: n_fft=2048, hop_length=1024, n_mels=160, n_mfcc=72, MSE=1984.5638427734375, Threshold=64.19729268550873
INFO:root:Trial 19: n_fft=2048, hop_length=1024, n_mels=140, n_mfcc=92, MSE=1364.05517578125, Threshold=53.20792603492737
INFO:root:Trial 20: n_fft=2048, hop_length=1024, n_mels=60, n_mfcc=72, MSE=887.2333984375, Threshold=42.58376932144165
INFO:root:Trial 21: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=92, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 22: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=72, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 23: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=84, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 24: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=52, MSE=1022.1646728515625, Threshold=45.73884296417236
INFO:root:Trial 25: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=68, MSE=1045.5904541015625, Threshold=46.42313230037689
INFO:root:Trial 26: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=32, MSE=1097.8934326171875, Threshold=47.4431117773056
INFO:root:Trial 27: n_fft=2048, hop_length=512, n_mels=70, n_mfcc=92, MSE=891.0089721679688, Threshold=42.779814422130585
INFO:root:Trial 28: n_fft=1024, hop_length=512, n_mels=50, n_mfcc=80, MSE=1358.5977783203125, Threshold=52.26926839351654
INFO:root:Trial 29: n_fft=512, hop_length=128, n_mels=60, n_mfcc=88, MSE=1914.2626953125, Threshold=62.06574034690857
INFO:root:Trial 30: n_fft=2048, hop_length=682, n_mels=70, n_mfcc=56, MSE=1108.7437744140625, Threshold=47.69301700592041
INFO:root:Trial 0: n_fft=2048, hop_length=682, n_mels=90, n_mfcc=96, MSE=897.09033203125, Threshold=43.0662841796875
INFO:root:Trial 1: n_fft=2048, hop_length=512, n_mels=80, n_mfcc=60, MSE=1182.3934326171875, Threshold=49.35210967063904
INFO:root:Trial 2: n_fft=2048, hop_length=512, n_mels=50, n_mfcc=36, MSE=1220.1990966796875, Threshold=49.94848954677582
INFO:root:Trial 3: n_fft=2048, hop_length=1024, n_mels=80, n_mfcc=92, MSE=892.5261840820312, Threshold=42.888493716716766
INFO:root:Trial 4: n_fft=1024, hop_length=256, n_mels=80, n_mfcc=48, MSE=2264.600830078125, Threshold=67.53943014144897
INFO:root:Trial 5: n_fft=2048, hop_length=512, n_mels=100, n_mfcc=64, MSE=1387.479736328125, Threshold=53.60409450531006
INFO:root:Trial 6: n_fft=2048, hop_length=1024, n_mels=40, n_mfcc=80, MSE=881.4485473632812, Threshold=42.414343416690826
INFO:root:Trial 7: n_fft=2048, hop_length=682, n_mels=110, n_mfcc=32, MSE=3018.582275390625, Threshold=78.97438907623291
INFO:root:Trial 8: n_fft=2048, hop_length=1024, n_mels=150, n_mfcc=40, MSE=3309.9345703125, Threshold=82.60116195678711
INFO:root:Trial 9: n_fft=512, hop_length=128, n_mels=40, n_mfcc=92, MSE=1898.204345703125, Threshold=61.31804943084717
INFO:root:Trial 10: n_fft=512, hop_length=256, n_mels=140, n_mfcc=16, MSE=16878.62890625, Threshold=177.26802444458008
INFO:root:Trial 11: n_fft=1024, hop_length=512, n_mels=60, n_mfcc=80, MSE=1362.4876708984375, Threshold=52.41763257980347
INFO:root:Trial 12: n_fft=2048, hop_length=1024, n_mels=120, n_mfcc=76, MSE=1407.853515625, Threshold=54.05615293979645
INFO:root:Trial 13: n_fft=512, hop_length=170, n_mels=60, n_mfcc=80, MSE=1914.8968505859375, Threshold=62.07461643218994
INFO:root:Trial 14: n_fft=2048, hop_length=1024, n_mels=70, n_mfcc=100, MSE=890.2032470703125, Threshold=42.745736837387085
INFO:root:Trial 15: n_fft=1024, hop_length=512, n_mels=40, n_mfcc=100, MSE=1353.1607666015625, Threshold=52.03774893283844
INFO:root:Trial 16: n_fft=2048, hop_length=682, n_mels=60, n_mfcc=68, MSE=889.1729125976562, Threshold=42.63102585077286
INFO:root:Trial 17: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=68, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 18: n_fft=1024, hop_length=341, n_mels=40, n_mfcc=52, MSE=1355.7476806640625, Threshold=52.06598925590515
INFO:root:Trial 19: n_fft=512, hop_length=170, n_mels=120, n_mfcc=72, MSE=3239.2998046875, Threshold=81.13024520874023
INFO:root:Trial 20: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=88, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 21: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=84, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 22: n_fft=2048, hop_length=682, n_mels=50, n_mfcc=88, MSE=886.8975830078125, Threshold=42.56577008962631
INFO:root:Trial 23: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=68, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 24: n_fft=2048, hop_length=1024, n_mels=70, n_mfcc=56, MSE=1106.34423828125, Threshold=47.63651239871979
INFO:root:Trial 25: n_fft=2048, hop_length=682, n_mels=40, n_mfcc=68, MSE=883.283447265625, Threshold=42.46330165863037
INFO:root:Trial 0: n_fft=1024, hop_length=341, n_mels=60, n_mfcc=24, MSE=3288.5947265625, Threshold=81.74465823173523
INFO:root:Trial 1: n_fft=512, hop_length=256, n_mels=70, n_mfcc=36, MSE=3657.5283203125, Threshold=85.5324330329895
INFO:root:Trial 2: n_fft=1024, hop_length=512, n_mels=90, n_mfcc=28, MSE=4256.0849609375, Threshold=93.04697704315186
INFO:root:Trial 3: n_fft=1024, hop_length=512, n_mels=60, n_mfcc=24, MSE=3282.59423828125, Threshold=81.67664313316345
INFO:root:Trial 4: n_fft=2048, hop_length=1024, n_mels=120, n_mfcc=36, MSE=2856.39111328125, Threshold=77.62819051742554
INFO:root:Trial 5: n_fft=1024, hop_length=256, n_mels=110, n_mfcc=28, MSE=5227.59814453125, Threshold=103.02185487747192
INFO:root:Trial 6: n_fft=512, hop_length=170, n_mels=80, n_mfcc=36, MSE=4194.1328125, Threshold=91.55945777893066
INFO:root:Trial 7: n_fft=512, hop_length=128, n_mels=90, n_mfcc=20, MSE=8506.9423828125, Threshold=128.34504508972168
INFO:root:Trial 8: n_fft=1024, hop_length=512, n_mels=80, n_mfcc=24, MSE=4400.31591796875, Threshold=94.47802257537842
INFO:root:Trial 9: n_fft=512, hop_length=256, n_mels=70, n_mfcc=24, MSE=5481.15869140625, Threshold=103.76200866699219
INFO:root:Trial 10: n_fft=2048, hop_length=682, n_mels=120, n_mfcc=40, MSE=2577.378173828125, Threshold=73.90909337997437
INFO:root:Trial 11: n_fft=2048, hop_length=682, n_mels=120, n_mfcc=40, MSE=2577.378173828125, Threshold=73.90909337997437
INFO:root:Trial 12: n_fft=2048, hop_length=682, n_mels=110, n_mfcc=40, MSE=2357.9150390625, Threshold=70.71657931804657
INFO:root:Trial 13: n_fft=2048, hop_length=682, n_mels=110, n_mfcc=40, MSE=2357.9150390625, Threshold=70.71657931804657
INFO:root:Trial 14: n_fft=2048, hop_length=512, n_mels=100, n_mfcc=32, MSE=2667.2080078125, Threshold=75.20855021476746
INFO:root:Trial 15: n_fft=2048, hop_length=682, n_mels=110, n_mfcc=40, MSE=2357.9150390625, Threshold=70.71657931804657
INFO:root:Trial 16: n_fft=2048, hop_length=682, n_mels=100, n_mfcc=32, MSE=2670.560546875, Threshold=75.23679041862488
INFO:root:Trial 17: n_fft=2048, hop_length=512, n_mels=110, n_mfcc=36, MSE=2615.777587890625, Threshold=74.33107662200928
INFO:root:Trial 18: n_fft=2048, hop_length=682, n_mels=100, n_mfcc=40, MSE=2137.989501953125, Threshold=67.36494171619415
INFO:root:Trial 19: n_fft=2048, hop_length=512, n_mels=100, n_mfcc=32, MSE=2667.2080078125, Threshold=75.20855021476746
INFO:root:Trial 20: n_fft=2048, hop_length=682, n_mels=100, n_mfcc=40, MSE=2137.989501953125, Threshold=67.36494171619415
INFO:root:Trial 21: n_fft=2048, hop_length=682, n_mels=100, n_mfcc=40, MSE=2137.989501953125, Threshold=67.36494171619415
